Número total de Estabelecimentos ou Unidades Locais - Industria
Sigla,Código,Município,1970,1975,1980,1985,1995,
MG,3149309,Pedro Leopoldo,42,83,100,90,197,
MG,3149408,Pedro Teixeira,2,,,,3,
MG,3149507,Pequeri,11,11,12,18,25,
MG,3149606,Pequi,9,8,7,,16,
MG,3149705,Perdigão,13,14,24,21,65,
MG,3149804,Perdizes,8,10,25,19,50,
MG,3149903,Perdões,33,31,24,36,73,
MG,3149952,Periquito,,,,,,
MG,3150000,Pescador,3,3,5,5,6,
MG,3150109,Piau,3,1,1,2,5,
MG,3150158,Piedade de Caratinga,,,,,,
MG,3150208,Piedade de Ponte Nova,6,6,3,2,5,
MG,3150307,Piedade do Rio Grande,8,4,7,7,3,
MG,3150406,Piedade dos Gerais,6,2,2,,3,
MG,3150505,Pimenta,9,14,8,7,14,
MG,3150539,Pingo-d'Água,,,,,,
MG,3150570,Pintópolis,,,,,,
MG,3150604,Piracema,14,9,4,45,14,
MG,3150703,Pirajuba,11,13,30,11,4,
MG,3150802,Piranga,5,3,7,10,14,
MG,3150901,Piranguçu,4,5,6,7,14,
MG,3151008,Piranguinho,8,14,20,13,23,
MG,3151107,Pirapetinga,9,19,18,24,29,
MG,3151206,Pirapora,44,46,43,40,133,
MG,3151305,Piraúba,20,17,20,11,42,
MG,3151404,Pitangui,32,36,31,37,65,
MG,3151503,Piumhi,56,62,74,74,130,
MG,3151602,Planura,56,42,45,6,7,
MG,3151701,Poço Fundo,34,39,40,47,69,
MG,3151800,Poços de Caldas,177,173,264,234,533,
MG,3151909,Pocrane,20,10,16,3,8,
MG,3152006,Pompéu,22,46,39,56,111,
MG,3152105,Ponte Nova,71,77,95,77,141,
MG,3152131,Ponto Chique,,,,,,
MG,3152170,Ponto dos Volantes,,,,,,
MG,3152204,Porteirinha,3,11,24,23,45,
MG,3152303,Porto Firme,16,4,9,16,16,
MG,3152402,Poté,20,7,12,11,11,
MG,3152501,Pouso Alegre,121,114,151,137,426,
MG,3152600,Pouso Alto,11,9,11,10,21,
MG,3152709,Prados,25,29,28,35,42,
MG,3152808,Prata,23,13,11,15,39,
MG,3152907,Pratápolis,55,83,90,72,69,
MG,3153004,Pratinha,5,2,1,,0,
MG,3153103,Presidente Bernardes,2,3,7,8,16,
MG,3153202,Presidente Juscelino,8,5,3,3,16,
MG,3153301,Presidente Kubitschek,,,1,2,1,
MG,3153400,Presidente Olegário,19,24,28,25,23,
MG,3153509,Alto Jequitibá,6,9,9,9,17,
MG,3153608,Prudente de Morais,6,7,10,10,33,
MG,3153707,Quartel Geral,4,8,5,7,8,
MG,3153806,Queluzito,1,5,,,4,
MG,3153905,Raposos,4,2,2,2,20,
MG,3154002,Raul Soares,49,48,35,28,47,
MG,3154101,Recreio,28,31,35,31,47,
MG,3154150,Reduto,,,,,,
MG,3154200,Resende Costa,23,13,37,25,56,
MG,3154309,Resplendor,18,22,32,16,22,
MG,3154408,Ressaquinha,27,29,18,13,15,
MG,3154457,Riachinho,,,,,5,
MG,3154507,Riacho dos Machados,,,,1,6,
MG,3154606,Ribeirão das Neves,21,12,20,37,170,
MG,3154705,Ribeirão Vermelho,5,2,4,2,17,
MG,3154804,Rio Acima,6,6,10,11,20,
MG,3154903,Rio Casca,12,14,23,26,41,
MG,3155009,Rio Doce,5,5,4,4,5,
MG,3155108,Rio do Prado,10,5,12,15,2,
MG,3155207,Rio Espera,11,5,13,15,8,
MG,3155306,Rio Manso,4,,1,2,4,
MG,3155405,Rio Novo,23,25,30,28,48,
MG,3155504,Rio Paranaíba,12,3,7,8,15,
MG,3155603,Rio Pardo de Minas,2,6,11,6,36,
MG,3155702,Rio Piracicaba,11,12,10,10,18,
MG,3155801,Rio Pomba,34,29,34,35,82,
MG,3155900,Rio Preto,14,8,7,,12,
MG,3156007,Rio Vermelho,1,2,7,4,6,
MG,3156106,Ritápolis,6,5,7,9,13,
MG,3156205,Rochedo de Minas,3,4,5,1,10,
MG,3156304,Rodeiro,7,4,10,7,48,
MG,3156403,Romaria,3,1,3,1,4,
MG,3156452,Rosário da Limeira,,,,,,
MG,3156502,Rubelita,,4,6,2,5,
MG,3156601,Rubim,5,9,16,6,7,
MG,3156700,Sabará,36,34,59,67,166,
MG,3156809,Sabinópolis,5,7,24,18,22,
MG,3156908,Sacramento,35,34,41,48,90,
MG,3157005,Salinas,25,22,22,32,86,
MG,3157104,Salto da Divisa,5,9,2,4,4,
MG,3157203,Santa Bárbara,26,37,36,29,62,
MG,3157252,Santa Bárbara do Leste,,,,,3,
MG,3157278,Santa Bárbara do Monte Verde,,,,,,
MG,3157302,Santa Bárbara do Tugúrio,4,3,4,3,9,
MG,3157336,Santa Cruz de Minas,,,,,,
MG,3157377,Santa Cruz de Salinas,,,,,,
MG,3157401,Santa Cruz do Escalvado,6,9,10,6,7,
MG,3157500,Santa Efigênia de Minas,,,,,0,
MG,3157609,Santa Fé de Minas,,,,,3,
MG,3157658,Santa Helena de Minas,,,,,,
MG,3157708,Santa Juliana,9,8,12,10,15,
MG,3157807,Santa Luzia,23,54,63,72,253,
MG,3157906,Santa Margarida,5,6,13,13,16,
MG,3158003,Santa Maria de Itabira,11,4,12,7,11,
MG,3158102,Santa Maria do Salto,5,1,9,2,1,
MG,3158201,Santa Maria do Suaçuí,6,12,13,18,24,
MG,3158300,Santana da Vargem,28,23,7,4,11,
MG,3158409,Santana de Cataguases,8,9,8,6,8,
MG,3158508,Santana de Pirapama,7,6,6,4,14,
MG,3158607,Santana do Deserto,7,6,4,6,11,
MG,3158706,Santana do Garambéu,4,3,4,2,3,
MG,3158805,Santana do Jacaré,9,11,9,4,8,
MG,3158904,Santana do Manhuaçu,3,3,1,3,7,
MG,3158953,Santana do Paraíso,,,,,28,
MG,3159001,Santana do Riacho,2,3,,2,0,
MG,3159100,Santana dos Montes,3,4,11,5,5,
MG,3159209,Santa Rita de Caldas,20,13,19,26,31,
MG,3159308,Santa Rita de Jacutinga,8,7,4,8,8,
MG,3159357,Santa Rita de Minas,,,,,7,
MG,3159407,Santa Rita de Ibitipoca,6,4,5,7,7,
MG,3159506,Santa Rita do Itueto,7,1,7,,3,
MG,3159605,Santa Rita do Sapucaí,50,65,57,62,162,
MG,3159704,Santa Rosa da Serra,31,12,6,4,3,
MG,3159803,Santa Vitória,22,22,39,47,55,
MG,3159902,Santo Antônio do Amparo,8,11,13,15,19,
MG,3160009,Santo Antônio do Aventureiro,5,6,3,3,3,
MG,3160108,Santo Antônio do Grama,5,3,8,6,3,
MG,3160207,Santo Antônio do Itambé,,,4,3,2,
MG,3160306,Santo Antônio do Jacinto,7,4,,,0,
MG,3160405,Santo Antônio do Monte,47,21,41,51,117,
MG,3160454,Santo Antônio do Retiro,,,,,,
MG,3160504,Santo Antônio do Rio Abaixo,,1,,2,0,
MG,3160603,Santo Hipólito,2,1,3,1,8,
MG,3160702,Santos Dumont,51,71,63,30,113,
MG,3160801,São Bento Abade,2,1,1,3,4,
MG,3160900,São Brás do Suaçuí,3,4,5,4,12,
MG,3160959,São Domingos das Dores,,,,,,
MG,3161007,São Domingos do Prata,19,14,14,16,57,
MG,3161056,São Félix de Minas,,,,,,
MG,3161106,São Francisco,13,22,20,26,31,
MG,3161205,São Francisco de Paula,13,3,4,8,24,
MG,3161304,São Francisco de Sales,5,7,7,6,22,
MG,3161403,São Francisco do Glória,16,14,10,7,13,
MG,3161502,São Geraldo,14,13,16,19,38,
MG,3161601,São Geraldo da Piedade,,,,,1,
MG,3161650,São Geraldo do Baixio,,,,,,
MG,3161700,São Gonçalo do Abaeté,14,10,6,8,13,
MG,3161809,São Gonçalo do Pará,24,20,17,20,58,
MG,3161908,São Gonçalo do Rio Abaixo,23,14,14,18,23,
MG,3162005,São Gonçalo do Sapucaí,26,44,55,36,87,
MG,3162104,São Gotardo,29,41,48,25,71,
MG,3162203,São João Batista do Glória,7,5,11,10,31,
MG,3162252,São João da Lagoa,,,,,,
MG,3162302,São João da Mata,5,4,5,6,11,
MG,3162401,São João da Ponte,,2,7,11,4,
MG,3162450,São João das Missões,,,,,,
MG,3162500,São João del Rei,119,133,156,155,308,
MG,3162559,São João do Manhuaçu,,,,,6,
MG,3162575,São João do Manteninha,,,,,8,
MG,3162609,São João do Oriente,5,9,18,16,14,
MG,3162658,São João do Pacuí,,,,,,
MG,3162708,São João do Paraíso,3,4,1,3,18,
MG,3162807,São João Evangelista,14,14,15,19,12,
MG,3162906,São João Nepomuceno,57,79,89,97,168,
MG,3162922,São Joaquim de Bicas,,,,,,
MG,3162948,São José da Barra,,,,,,
MG,3162955,São José da Lapa,,,,,43,
MG,3163003,São José da Safira,2,2,5,5,2,
MG,3163102,São José da Varginha,2,2,1,,3,
MG,3163201,São José do Alegre,11,12,17,12,16,
MG,3163300,São José do Divino,5,3,3,4,1,
MG,3163409,São José do Goiabal,8,17,2,3,9,
MG,3163508,São José do Jacuri,1,3,2,1,5,
MG,3163607,São José do Mantimento,2,5,4,,0,
MG,3163706,São Lourenço,52,47,66,74,174,
MG,3163805,São Miguel do Anta,6,4,4,11,10,
MG,3163904,São Pedro da União,13,16,20,13,10,
MG,3164001,São Pedro dos Ferros,28,14,15,13,23,
MG,3164100,São Pedro do Suaçuí,2,2,6,4,3,
MG,3164209,São Romão,1,2,4,5,5,
MG,3164308,São Roque de Minas,9,11,5,8,9,
MG,3164407,São Sebastião da Bela Vista,2,3,5,8,19,
MG,3164431,São Sebastião da Vargem Alegre,,,,,,
MG,3164472,São Sebastião do Anta,,,,,,
MG,3164506,São Sebastião do Maranhão,2,,3,7,0,
MG,3164605,São Sebastião do Oeste,7,2,7,12,11,
MG,3164704,São Sebastião do Paraíso,91,86,120,109,201,
MG,3164803,São Sebastião do Rio Preto,,1,2,1,1,
MG,3164902,São Sebastião do Rio Verde,5,3,2,7,11,
MG,3165008,São Tiago,27,23,20,21,54,
MG,3165107,São Tomás de Aquino,12,13,10,4,11,
MG,3165206,São Thomé das Letras,6,5,34,34,78,
MG,3165305,São Vicente de Minas,12,13,18,11,32,
MG,3165404,Sapucaí-Mirim,5,7,7,6,34,
MG,3165503,Sardoá,,,,1,2,
MG,3165537,Sarzedo,,,,,,
MG,3165552,Setubinha,,,,,,
MG,3165560,Sem-Peixe,,,,,,
MG,3165578,Senador Amaral,,,,,6,
MG,3165602,Senador Cortes,2,2,1,1,2,
MG,3165701,Senador Firmino,11,8,6,14,9,
MG,3165800,Senador José Bento,4,9,2,2,4,
MG,3165909,Senador Modestino Gonçalves,1,,,1,6,
MG,3166006,Senhora de Oliveira,3,2,7,2,10,
MG,3166105,Senhora do Porto,1,1,,1,4,
MG,3166204,Senhora dos Remédios,7,8,12,12,12,
MG,3166303,Sericita,10,4,3,15,11,
MG,3166402,Seritinga,3,5,6,6,4,
MG,3166501,Serra Azul de Minas,,,1,1,1,
MG,3166600,Serra da Saudade,3,1,,,0,
MG,3166709,Serra dos Aimorés,4,3,6,4,5,
MG,3166808,Serra do Salitre,5,7,8,9,18,
MG,3166907,Serrania,11,15,10,14,35,
MG,3166956,Serranópolis de Minas,,,,,,
MG,3167004,Serranos,3,3,4,3,2,
MG,3167103,Serro,5,8,18,12,17,
MG,3167202,Sete Lagoas,125,141,209,218,581,
MG,3167301,Silveirânia,1,1,1,,2,
MG,3167400,Silvianópolis,21,14,13,11,14,
MG,3167509,Simão Pereira,6,3,8,5,7,
MG,3167608,Simonésia,18,25,7,11,17,
MG,3167707,Sobrália,9,2,2,5,5,
MG,3167806,Soledade de Minas,19,15,14,23,25,
MG,3167905,Tabuleiro,8,7,2,8,7,
MG,3168002,Taiobeiras,2,9,39,22,63,
MG,3168051,Taparuba,,,,,,
MG,3168101,Tapira,1,,3,8,6,
MG,3168200,Tapiraí,8,3,1,,0,
MG,3168309,Taquaraçu de Minas,3,3,2,2,4,
MG,3168408,Tarumirim,21,6,14,32,21,
MG,3168507,Teixeiras,27,20,17,13,36,
MG,3168606,Teófilo Otoni,81,162,108,258,253,
MG,3168705,Timóteo,41,44,65,56,157,
MG,3168804,Tiradentes,9,15,23,23,63,
MG,3168903,Tiros,6,11,13,10,19,
MG,3169000,Tocantins,19,16,28,18,79,
MG,3169059,Tocos do Moji,,,,,,
MG,3169109,Toledo,2,1,4,5,8,
MG,3169208,Tombos,21,12,11,21,42,
MG,3169307,Três Corações,55,82,106,118,164,
MG,3169356,Três Marias,3,8,12,10,28,
MG,3169406,Três Pontas,97,84,48,39,109,
MG,3169505,Tumiritinga,8,5,9,7,3,
MG,3169604,Tupaciguara,63,72,54,49,62,
MG,3169703,Turmalina,6,4,2,11,43,
MG,3169802,Turvolândia,4,5,2,4,5,
MG,3169901,Ubá,98,148,220,221,638,
MG,3170008,Ubaí,2,1,3,4,5,
MG,3170057,Ubaporanga,,,,,9,
MG,3170107,Uberaba,306,335,522,393,1041,
MG,3170206,Uberlândia,324,395,568,655,1393,
MG,3170305,Umburatiba,2,1,,,4,
MG,3170404,Unaí,71,78,81,68,160,
MG,3170438,União de Minas,,,,,,
MG,3170479,Uruana de Minas,,,,,,
MG,3170503,Urucânia,4,4,11,9,13,
MG,3170529,Urucuia,,,,,6,
MG,3170578,Vargem Alegre,,,,,,
MG,3170602,Vargem Bonita,3,4,3,1,6,
MG,3170651,Vargem Grande do Rio Pardo,,,,,,
MG,3170701,Varginha,173,158,164,139,363,
MG,3170750,Varjão de Minas,,,,,,
MG,3170800,Várzea da Palma,3,4,32,15,59,
MG,3170909,Varzelândia,1,2,7,5,9,
MG,3171006,Vazante,19,17,29,30,39,
MG,3171030,Verdelândia,,,,,,
MG,3171071,Veredinha,,,,,,
MG,3171105,Veríssimo,6,2,4,8,8,
MG,3171154,Vermelho Novo,,,,,,
MG,3171204,Vespasiano,31,26,75,51,96,
MG,3171303,Viçosa,26,41,53,48,137,
MG,3171402,Vieiras,12,5,5,9,1,
MG,3171501,Mathias Lobato,1,1,3,3,3,
MG,3171600,Virgem da Lapa,8,8,5,6,12,
MG,3171709,Virgínia,20,18,21,19,26,
MG,3171808,Virginópolis,6,8,4,5,9,
MG,3171907,Virgolândia,7,,4,2,2,
MG,3172004,Visconde do Rio Branco,66,62,54,63,179,
MG,3172103,Volta Grande,12,9,7,7,22,
MG,3172202,Wenceslau Braz,2,2,4,4,8,
MS,5000203,Água Clara,4,1,1,2,18,
MS,5000252,Alcinópolis,,,,,3,
MS,5000609,Amambaí,23,34,108,90,48,
MS,5000708,Anastácio,16,39,40,63,30,
MS,5000807,Anaurilândia,11,14,10,10,12,
MS,5000856,Angélica,,,53,27,17,
MS,5000906,Antônio João,4,8,12,13,6,
MS,5001003,Aparecida do Taboado,102,94,112,83,40,
MS,5001102,Aquidauana,47,40,54,55,68,
MS,5001243,Aral Moreira,,,18,11,9,
MS,5001508,Bandeirantes,,4,4,2,17,
MS,5001904,Bataguassu,20,40,35,19,33,
MS,5002001,Batayporã,14,35,22,11,21,
MS,5002100,Bela Vista,42,16,27,31,16,
MS,5002159,Bodoquena,,,,7,4,
MS,5002209,Bonito,1,5,12,17,38,
MS,5002308,Brasilândia,21,38,49,43,37,
MS,5002407,Caarapó,20,38,65,46,45,
MS,5002605,Camapuã,4,27,25,13,15,
MS,5002704,Campo Grande,299,308,507,511,1039,
MS,5002803,Caracol,1,,3,3,1,
MS,5002902,Cassilândia,27,29,38,34,56,
MS,5002951,Chapadão do Sul,,,,,22,
MS,5003108,Corguinho,5,7,4,3,3,
MS,5003157,Coronel Sapucaia,,,,,20,
MS,5003207,Corumbá,125,95,131,68,78,
MS,5003256,Costa Rica,,,,15,46,
MS,5003306,Coxim,23,26,54,37,75,
MS,5003454,Deodápolis,,,17,15,23,
MS,5003488,Dois Irmãos do Buriti,,,,,5,
MS,5003504,Douradina,,,,4,3,
MS,5003702,Dourados,135,222,226,183,337,
MS,5003751,Eldorado,,,35,27,25,
MS,5003801,Fátima do Sul,57,84,66,57,42,
MS,5003900,Figueirão,,,,,,
MS,5004007,Glória de Dourados,40,35,23,23,31,
MS,5004106,Guia Lopes da Laguna,12,9,11,13,23,
MS,5004304,Iguatemi,13,72,50,17,30,
MS,5004403,Inocência,13,11,9,11,10,
MS,5004502,Itaporã,49,49,56,23,21,
MS,5004601,Itaquiraí,,,,23,23,
MS,5004700,Ivinhema,39,48,55,50,67,
MS,5004809,Japorã,,,,,1,
MS,5004908,Jaraguari,8,6,4,1,6,
MS,5005004,Jardim,16,7,19,23,32,
MS,5005103,Jateí,6,3,3,1,3,
MS,5005152,Juti,,,,,7,
MS,5005202,Ladário,13,9,13,7,3,
MS,5005251,Laguna Carapã,,,,,2,
MS,5005400,Maracaju,7,13,29,22,31,
MS,5005608,Miranda,26,29,36,21,28,
MS,5005681,Mundo Novo,,,77,48,73,
MS,5005707,Naviraí,31,42,60,48,71,
MS,5005806,Nioaque,5,10,4,6,13,
MS,5006002,Nova Alvorada do Sul,,,,,13,
MS,5006200,Nova Andradina,39,50,48,50,67,
MS,5006259,Novo Horizonte do Sul,,,,,4,
MS,5006275,Paraíso das Águas,,,,,,
MS,5006309,Paranaíba,73,115,112,95,94,
MS,5006358,Paranhos,,,,,22,
MS,5006408,Pedro Gomes,11,10,24,20,19,
MS,5006606,Ponta Porã,30,55,74,84,92,
MS,5006903,Porto Murtinho,9,3,7,4,8,
MS,5007109,Ribas do Rio Pardo,2,8,7,4,23,
MS,5007208,Rio Brilhante,8,15,32,15,48,
MS,5007307,Rio Negro,12,10,5,7,10,
MS,5007406,Rio Verde de Mato Grosso,15,15,26,20,43,
MS,5007505,Rochedo,1,5,5,4,7,
MS,5007554,Santa Rita do Pardo,,,,,5,
MS,5007695,São Gabriel do Oeste,,,,11,44,
MS,5007703,Sete Quedas,,,,21,33,
MS,5007802,Selvíria,,,,6,10,
MS,5007901,Sidrolândia,7,11,5,16,27,
MS,5007935,Sonora,,,,,17,
MS,5007950,Tacuru,,,,3,9,
MS,5007976,Taquarussu,,,,12,3,
MS,5008008,Terenos,8,10,20,13,26,
MS,5008305,Três Lagoas,98,140,129,87,166,
MS,5008404,Vicentina,,,,,11,
MT,5100102,Acorizal,2,4,7,2,3,
MT,5100201,Água Boa,,,,11,28,
MT,5100250,Alta Floresta,,,195,53,208,
MT,5100300,Alto Araguaia,19,16,21,31,20,
MT,5100359,Alto Boa Vista,,,,,7,
MT,5100409,Alto Garças,18,21,8,9,7,
MT,5100508,Alto Paraguai,10,9,20,1,6,
MT,5100607,Alto Taquari,,,,,9,
MT,5100805,Apiacás,,,,,10,
MT,5101001,Araguaiana,,,,,3,
MT,5101209,Araguainha,2,1,,,1,
MT,5101258,Araputanga,,,30,6,34,
MT,5101308,Arenápolis,21,21,136,2,25,
MT,5101407,Aripuanã,,3,66,24,66,
MT,5101605,Barão de Melgaço,5,9,10,9,4,
MT,5101704,Barra do Bugres,23,72,42,19,54,
MT,5101803,Barra do Garças,26,52,81,97,108,
MT,5101852,Bom Jesus do Araguaia,,,,,,
MT,5101902,Brasnorte,,,,,43,
MT,5102504,Cáceres,66,215,53,65,125,
MT,5102603,Campinápolis,,,,,17,
MT,5102637,Campo Novo do Parecis,,,,,22,
MT,5102678,Campo Verde,,,,,39,
MT,5102686,Campos de Júlio,,,,,,
MT,5102694,Canabrava do Norte,,,,,0,
MT,5102702,Canarana,,,10,9,29,
MT,5102793,Carlinda,,,,,,
MT,5102850,Castanheira,,,,,25,
MT,5103007,Chapada dos Guimarães,8,34,7,4,11,
MT,5103056,Cláudia,,,,,106,
MT,5103106,Cocalinho,,,,,3,
MT,5103205,Colíder,,,40,55,72,
MT,5103254,Colniza,,,,,,
MT,5103304,Comodoro,,,,,56,
MT,5103353,Confresa,,,,,9,
MT,5103361,Conquista D'Oeste,,,,,,
MT,5103379,Cotriguaçu,,,,,28,
MT,5103403,Cuiabá,248,308,271,329,1035,
MT,5103437,Curvelândia,,,,,,
MT,5103452,Denise,,,,4,12,
MT,5103502,Diamantino,10,4,33,18,31,
MT,5103601,Dom Aquino,14,11,25,3,17,
MT,5103700,Feliz Natal,,,,,,
MT,5103809,Figueirópolis D'Oeste,,,,,4,
MT,5103858,Gaúcha do Norte,,,,,,
MT,5103908,General Carneiro,2,2,7,1,0,
MT,5103957,Glória D'Oeste,,,,,18,
MT,5104104,Guarantã do Norte,,,,,118,
MT,5104203,Guiratinga,18,7,34,7,11,
MT,5104500,Indiavaí,,,,,5,
MT,5104526,Ipiranga do Norte,,,,,,
MT,5104542,Itanhangá,,,,,,
MT,5104559,Itaúba,,,,,44,
MT,5104609,Itiquira,11,13,23,5,7,
MT,5104807,Jaciara,40,36,31,45,52,
MT,5104906,Jangada,,,,,3,
MT,5105002,Jauru,,,20,13,11,
MT,5105101,Juara,,,,44,85,
MT,5105150,Juína,,,,86,147,
MT,5105176,Juruena,,,,,25,
MT,5105200,Juscimeira,,,14,15,12,
MT,5105234,Lambari D'Oeste,,,,,8,
MT,5105259,Lucas do Rio Verde,,,,,40,
MT,5105309,Luciára,2,1,3,4,0,
MT,5105507,Vila Bela da Santíssima Trindade,3,17,11,8,34,
MT,5105580,Marcelândia,,,,,124,
MT,5105606,Matupá,,,,,56,
MT,5105622,Mirassol d'Oeste,,,60,36,73,
MT,5105903,Nobres,19,14,16,29,29,
MT,5106000,Nortelândia,20,10,43,11,9,
MT,5106109,Nossa Senhora do Livramento,2,2,2,1,6,
MT,5106158,Nova Bandeirantes,,,,,12,
MT,5106174,Nova Nazaré,,,,,,
MT,5106182,Nova Lacerda,,,,,,
MT,5106190,Nova Santa Helena,,,,,,
MT,5106208,Nova Brasilândia,,,13,7,7,
MT,5106216,Nova Canaã do Norte,,,,,14,
MT,5106224,Nova Mutum,,,,,34,
MT,5106232,Nova Olímpia,,,,,7,
MT,5106240,Nova Ubiratã,,,,,,
MT,5106257,Nova Xavantina,,,42,40,45,
MT,5106265,Novo Mundo,,,,,,
MT,5106273,Novo Horizonte do Norte,,,,,5,
MT,5106281,Novo São Joaquim,,,,,3,
MT,5106299,Paranaíta,,,,,28,
MT,5106307,Paranatinga,,,16,9,36,
MT,5106315,Novo Santo Antônio,,,,,,
MT,5106372,Pedra Preta,,,65,11,23,
MT,5106422,Peixoto de Azevedo,,,,,28,
MT,5106455,Planalto da Serra,,,,,6,
MT,5106505,Poconé,27,16,25,7,58,
MT,5106653,Pontal do Araguaia,,,,,0,
MT,5106703,Ponte Branca,6,9,4,2,1,
MT,5106752,Pontes e Lacerda,,,39,21,82,
MT,5106778,Porto Alegre do Norte,,,,,2,
MT,5106802,Porto dos Gaúchos,1,1,26,20,46,
MT,5106828,Porto Esperidião,,,,,11,
MT,5106851,Porto Estrela,,,,,3,
MT,5107008,Poxoréo,16,24,110,18,11,
MT,5107040,Primavera do Leste,,,,,76,
MT,5107065,Querência,,,,,45,
MT,5107107,São José dos Quatro Marcos,,,32,43,76,
MT,5107156,Reserva do Cabaçal,,,,,6,
MT,5107180,Ribeirão Cascalheira,,,,,13,
MT,5107198,Ribeirãozinho,,,,,1,
MT,5107206,Rio Branco,,,19,12,13,
MT,5107248,Santa Carmem,,,,,41,
MT,5107263,Santo Afonso,,,,,3,
MT,5107297,São José do Povo,,,,,4,
MT,5107305,São José do Rio Claro,,,18,52,43,
MT,5107354,São José do Xingu,,,,,1,
MT,5107404,São Pedro da Cipa,,,,,4,
MT,5107578,Rondolândia,,,,,,
MT,5107602,Rondonópolis,138,172,191,153,395,
MT,5107701,Rosário Oeste,4,20,15,14,12,
MT,5107743,Santa Cruz do Xingu,,,,,,
MT,5107750,Salto do Céu,,,7,5,2,
MT,5107768,Santa Rita do Trivelato,,,,,,
MT,5107776,Santa Terezinha,,,4,20,4,
MT,5107792,Santo Antônio do Leste,,,,,,
MT,5107800,Santo Antônio do Leverger,9,8,6,3,4,
MT,5107859,São Félix do Araguaia,,,12,11,9,
MT,5107875,Sapezal,,,,,,
MT,5107883,Serra Nova Dourada,,,,,,
MT,5107909,Sinop,,,145,180,477,
MT,5107925,Sorriso,,,,,151,
MT,5107941,Tabaporã,,,,,28,
MT,5107958,Tangará da Serra,,,43,29,148,
MT,5108006,Tapurah,,,,,41,
MT,5108055,Terra Nova do Norte,,,,,56,
MT,5108105,Tesouro,3,3,15,3,1,
MT,5108204,Torixoréu,4,18,22,2,6,
MT,5108303,União do Sul,,,,,,
MT,5108352,Vale de São Domingos,,,,,,
MT,5108402,Várzea Grande,81,145,169,206,382,
MT,5108501,Vera,,,,,157,
MT,5108600,Vila Rica,,,,,38,
MT,5108808,Nova Guarita,,,,,13,
MT,5108857,Nova Marilândia,,,,,3,
MT,5108907,Nova Maringá,,,,,20,
MT,5108956,Nova Monte verde,,,,,16,
MT,5199919,São Gonçalo,,,,,,
PA,1500107,Abaetetuba,345,355,458,352,23,
PA,1500131,Abel Figueiredo,,,,,10,
PA,1500206,Acará,3,8,7,46,7,
PA,1500305,Afuá,13,36,126,202,12,
PA,1500347,Água Azul do Norte,,,,,2,
PA,1500404,Alenquer,19,17,24,27,6,
PA,1500503,Almeirim,9,11,17,15,19,
PA,1500602,Altamira,13,21,58,75,68,
PA,1500701,Anajás,5,6,43,53,16,
PA,1500800,Ananindeua,25,40,103,46,260,
PA,1500859,Anapu,,,,,,
PA,1500909,Augusto Corrêa,2,8,5,4,2,
PA,1500958,Aurora do Pará,,,,,5,
PA,1501006,Aveiro,1,5,6,10,3,
PA,1501105,Bagre,6,7,33,19,3,
PA,1501204,Baião,13,8,18,12,2,
PA,1501253,Bannach,,,,,,
PA,1501303,Barcarena,12,29,22,11,34,
PA,1501402,Belém,537,1218,915,919,1103,
PA,1501451,Belterra,,,,,,
PA,1501501,Benevides,26,26,27,48,34,
PA,1501576,Bom Jesus do Tocantins,,,,,8,
PA,1501600,Bonito,1,2,3,3,0,
PA,1501709,Bragança,20,39,59,45,35,
PA,1501725,Brasil Novo,,,,,4,
PA,1501758,Brejo Grande do Araguaia,,,,,1,
PA,1501782,Breu Branco,,,,,34,
PA,1501808,Breves,61,94,417,75,48,
PA,1501907,Bujaru,2,12,20,13,0,
PA,1501956,Cachoeira do Piriá,,,,,,
PA,1502004,Cachoeira do Arari,8,11,7,3,0,
PA,1502103,Cametá,83,67,140,79,8,
PA,1502152,Canaã dos Carajás,,,,,,
PA,1502202,Capanema,35,43,40,47,38,
PA,1502301,Capitão Poço,24,30,17,20,25,
PA,1502400,Castanhal,35,49,71,87,155,
PA,1502509,Chaves,2,3,24,17,6,
PA,1502608,Colares,5,2,9,5,0,
PA,1502707,Conceição do Araguaia,25,87,189,40,44,
PA,1502756,Concórdia do Pará,,,,,16,
PA,1502764,Cumaru do Norte,,,,,0,
PA,1502772,Curionópolis,,,,,10,
PA,1502806,Curralinho,9,14,26,38,1,
PA,1502855,Curuá,,,,,,
PA,1502905,Curuçá,21,13,13,4,2,
PA,1502939,Dom Eliseu,,,,,52,
PA,1502954,Eldorado dos Carajás,,,,,8,
PA,1503002,Faro,6,9,10,13,2,
PA,1503044,Floresta do Araguaia,,,,,,
PA,1503077,Garrafão do Norte,,,,,2,
PA,1503093,Goianésia do Pará,,,,,30,
PA,1503101,Gurupá,3,13,26,92,18,
PA,1503200,Igarapé-Açu,12,11,4,17,3,
PA,1503309,Igarapé-Miri,103,125,181,174,10,
PA,1503408,Inhangapi,6,6,7,7,1,
PA,1503457,Ipixuna do Pará,,,,,6,
PA,1503507,Irituia,6,7,27,19,6,
PA,1503606,Itaituba,5,9,31,59,63,
PA,1503705,Itupiranga,7,11,15,19,24,
PA,1503754,Jacareacanga,,,,,2,
PA,1503804,Jacundá,,2,13,23,62,
PA,1503903,Juruti,7,8,7,4,2,
PA,1504000,Limoeiro do Ajuru,37,64,117,76,0,
PA,1504059,Mãe do Rio,,,,,13,
PA,1504109,Magalhães Barata,1,2,,,0,
